ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-06-04,105132.96588058546,99415.4938327887,111739.18731100917,105132.96588058546,105132.96588058546,447.2722929282547,447.2722929282547,447.2722929282547,447.2722929282547,447.2722929282547,447.2722929282547,0.0,0.0,0.0,105580.23817351372
2025-06-05,105356.05326433915,99471.20707627675,112154.76411745691,105356.05326433915,105356.05326433915,73.855010373914,73.855010373914,73.855010373914,73.855010373914,73.855010373914,73.855010373914,0.0,0.0,0.0,105429.90827471306
2025-06-06,105570.65884039667,99537.8847347692,111598.36388492187,105570.65884039667,105570.65884039667,76.38119446618747,76.38119446618747,76.38119446618747,76.38119446618747,76.38119446618747,76.38119446618747,0.0,0.0,0.0,105647.04003486286
2025-06-07,105785.26441645421,99030.99358713056,111485.18219075432,105785.26441645421,105785.26441645421,-448.26313588173537,-448.26313588173537,-448.26313588173537,-448.26313588173537,-448.26313588173537,-448.26313588173537,0.0,0.0,0.0,105337.00128057248
2025-06-08,105999.86999251174,99476.59160374168,112070.4151512389,105999.86999251174,105999.86999251174,-209.42482426302064,-209.42482426302064,-209.42482426302064,-209.42482426302064,-209.42482426302064,-209.42482426302064,0.0,0.0,0.0,105790.44516824871
2025-06-09,106214.47556856927,100168.14738396309,112760.06050127462,106214.47556856927,106214.47556856927,19.775389289784947,19.775389289784947,19.775389289784947,19.775389289784947,19.775389289784947,19.775389289784947,0.0,0.0,0.0,106234.25095785905
2025-06-10,106429.08114462679,100226.01978468278,112475.79129794924,106429.08114462679,106429.08114462679,40.40407308620563,40.40407308620563,40.40407308620563,40.40407308620563,40.40407308620563,40.40407308620563,0.0,0.0,0.0,106469.485217713
2025-06-11,106643.68672068433,101008.23876449914,113235.34937399291,106643.68672068433,106643.68672068433,447.2722929284483,447.2722929284483,447.2722929284483,447.2722929284483,447.2722929284483,447.2722929284483,0.0,0.0,0.0,107090.95901361278
2025-06-12,106858.29229674186,100869.06841194077,112950.9732415033,106858.29229674186,106858.29229674186,73.85501037375803,73.85501037375803,73.85501037375803,73.85501037375803,73.85501037375803,73.85501037375803,0.0,0.0,0.0,106932.14730711562
2025-06-13,107072.8978727994,100825.15676876043,112778.79412692062,107072.8978727994,107072.8978727994,76.38119446578317,76.38119446578317,76.38119446578317,76.38119446578317,76.38119446578317,76.38119446578317,0.0,0.0,0.0,107149.27906726518
2025-06-14,107287.50344885694,100673.45982005297,113477.3834907514,107287.50344885694,107287.50344885694,-448.2631358805761,-448.2631358805761,-448.2631358805761,-448.2631358805761,-448.2631358805761,-448.2631358805761,0.0,0.0,0.0,106839.24031297636
2025-06-15,107502.10902491445,100464.45487108258,113774.44927304119,107502.10902491445,107502.10902491445,-209.42482426402788,-209.42482426402788,-209.42482426402788,-209.42482426402788,-209.42482426402788,-209.42482426402788,0.0,0.0,0.0,107292.68420065042
2025-06-16,107715.44476510135,101534.71051417987,113226.93055898882,107715.44476510135,107715.44476510135,19.775389290636806,19.775389290636806,19.775389290636806,19.775389290636806,19.775389290636806,19.775389290636806,0.0,0.0,0.0,107735.22015439198
2025-06-17,107928.78050528822,101249.69132579392,114128.29972268066,107928.78050528822,107928.78050528822,40.40407308708335,40.40407308708335,40.40407308708335,40.40407308708335,40.40407308708335,40.40407308708335,0.0,0.0,0.0,107969.1845783753
2025-06-18,108142.11624547512,102333.87270537174,114792.49703214089,108142.11624547512,108142.11624547512,447.27229292809596,447.27229292809596,447.27229292809596,447.27229292809596,447.27229292809596,447.27229292809596,0.0,0.0,0.0,108589.38853840322
2025-06-19,108355.451985662,102134.94561170052,114749.9295103672,108355.451985662,108355.451985662,73.85501037360693,73.85501037360693,73.85501037360693,73.85501037360693,73.85501037360693,73.85501037360693,0.0,0.0,0.0,108429.30699603561
2025-06-20,108568.78772584889,102045.71207917113,114889.16583684947,108568.78772584889,108568.78772584889,76.38119446746488,76.38119446746488,76.38119446746488,76.38119446746488,76.38119446746488,76.38119446746488,0.0,0.0,0.0,108645.16892031636
2025-06-21,108782.12346603579,101499.74109727859,114717.9569582618,108782.12346603579,108782.12346603579,-448.26313588140584,-448.26313588140584,-448.26313588140584,-448.26313588140584,-448.26313588140584,-448.26313588140584,0.0,0.0,0.0,108333.86033015438
2025-06-22,108995.45920622267,102852.21780686485,114941.16524940792,108995.45920622267,108995.45920622267,-209.42482426414858,-209.42482426414858,-209.42482426414858,-209.42482426414858,-209.42482426414858,-209.42482426414858,0.0,0.0,0.0,108786.03438195853
2025-06-23,109208.79494640956,103033.57828403614,115272.26642433909,109208.79494640956,109208.79494640956,19.77538928983016,19.77538928983016,19.77538928983016,19.77538928983016,19.77538928983016,19.77538928983016,0.0,0.0,0.0,109228.57033569939
2025-06-24,109422.13068659646,103120.95348216507,115590.3416757722,109422.13068659646,109422.13068659646,40.40407308697255,40.40407308697255,40.40407308697255,40.40407308697255,40.40407308697255,40.40407308697255,0.0,0.0,0.0,109462.53475968343
2025-06-25,109635.46642678334,103755.77802362692,116449.3939390037,109635.46642678334,109635.46642678334,447.2722929288355,447.2722929288355,447.2722929288355,447.2722929288355,447.2722929288355,447.2722929288355,0.0,0.0,0.0,110082.73871971217
2025-06-26,109848.80216697026,103873.14990493195,116151.86531195376,109848.80216697026,109848.80216697026,73.85501037429417,73.85501037429417,73.85501037429417,73.85501037429417,73.85501037429417,73.85501037429417,0.0,0.0,0.0,109922.65717734455
2025-06-27,110062.13788745868,103603.38534049326,116530.74803791288,110062.13788745868,110062.13788745868,76.38119446650596,76.38119446650596,76.38119446650596,76.38119446650596,76.38119446650596,76.38119446650596,0.0,0.0,0.0,110138.51908192519
2025-06-28,110275.4736079471,103485.48486097356,115932.76593359561,110275.4736079471,110275.4736079471,-448.2631358822357,-448.2631358822357,-448.2631358822357,-448.2631358822357,-448.2631358822357,-448.2631358822357,0.0,0.0,0.0,109827.21047206486
2025-06-29,110488.80932843554,103597.80365980379,115999.85501281919,110488.80932843554,110488.80932843554,-209.42482426303192,-209.42482426303192,-209.42482426303192,-209.42482426303192,-209.42482426303192,-209.42482426303192,0.0,0.0,0.0,110279.38450417251
2025-06-30,110702.14504892397,104704.68055387547,117122.53540290256,110702.14504892397,110702.14504892397,19.77538929025882,19.77538929025882,19.77538929025882,19.77538929025882,19.77538929025882,19.77538929025882,0.0,0.0,0.0,110721.92043821422
2025-07-01,110915.4807694124,104427.46259494401,117307.47188359265,110915.4807694124,110915.4807694124,40.40407308722099,40.40407308722099,40.40407308722099,40.40407308722099,40.40407308722099,40.40407308722099,0.0,0.0,0.0,110955.88484249962
2025-07-02,111128.81648990084,105147.445861608,118092.36017941145,111128.81648990084,111128.81648990084,447.2722929284832,447.2722929284832,447.2722929284832,447.2722929284832,447.2722929284832,447.2722929284832,0.0,0.0,0.0,111576.08878282932
2025-07-03,111342.15221038928,104836.92622497404,117704.65956541251,111342.15221038928,111342.15221038928,73.85501037414788,73.85501037414788,73.85501037414788,73.85501037414788,73.85501037414788,73.85501037414788,0.0,0.0,0.0,111416.00722076342
2025-07-04,111555.4879308777,105606.29624250966,118583.04942987957,111555.4879308777,111555.4879308777,76.38119446665625,76.38119446665625,76.38119446665625,76.38119446665625,76.38119446665625,76.38119446665625,0.0,0.0,0.0,111631.86912534435
2025-07-05,111768.82365136612,105013.34018792147,117792.83470771968,111768.82365136612,111768.82365136612,-448.26313588207097,-448.26313588207097,-448.26313588207097,-448.26313588207097,-448.26313588207097,-448.26313588207097,0.0,0.0,0.0,111320.56051548406
2025-07-06,111982.15937185458,105677.9236479689,117919.63786889921,111982.15937185458,111982.15937185458,-209.42482426439008,-209.42482426439008,-209.42482426439008,-209.42482426439008,-209.42482426439008,-209.42482426439008,0.0,0.0,0.0,111772.73454759018
2025-07-07,112195.49509234302,106458.32571032374,118901.70685703136,112195.49509234302,112195.49509234302,19.775389290687478,19.775389290687478,19.775389290687478,19.775389290687478,19.775389290687478,19.775389290687478,0.0,0.0,0.0,112215.2704816337
2025-07-08,112408.819902455,106048.43483027934,118623.57544023696,112408.819902455,112408.819902455,40.404073086121784,40.404073086121784,40.404073086121784,40.404073086121784,40.404073086121784,40.404073086121784,0.0,0.0,0.0,112449.22397554111
2025-07-09,112622.14471256698,106572.27509188012,119189.09571439798,112622.14471256698,112622.14471256698,447.27229292813087,447.27229292813087,447.27229292813087,447.27229292813087,447.27229292813087,447.27229292813087,0.0,0.0,0.0,113069.41700549511
2025-07-10,112835.46952267896,106567.47758447738,119262.8116386376,112835.46952267896,112835.46952267896,73.8550103739919,73.8550103739919,73.8550103739919,73.8550103739919,73.8550103739919,73.8550103739919,0.0,0.0,0.0,112909.32453305296
2025-07-11,113048.79433279096,106470.41689956513,119532.54888220795,113048.79433279096,113048.79433279096,76.38119446625193,76.38119446625193,76.38119446625193,76.38119446625193,76.38119446625193,76.38119446625193,0.0,0.0,0.0,113125.1755272572
2025-07-12,113262.11914290294,106314.95782451375,119054.91881735904,113262.11914290294,113262.11914290294,-448.26313588256113,-448.26313588256113,-448.26313588256113,-448.26313588256113,-448.26313588256113,-448.26313588256113,0.0,0.0,0.0,112813.85600702038
2025-07-13,113475.44395301492,106947.0260831243,119550.26570766278,113475.44395301492,113475.44395301492,-209.42482426415975,-209.42482426415975,-209.42482426415975,-209.42482426415975,-209.42482426415975,-209.42482426415975,0.0,0.0,0.0,113266.01912875076
2025-07-14,113688.76876312692,107234.22319933095,120453.14654121925,113688.76876312692,113688.76876312692,19.775389291116127,19.775389291116127,19.775389291116127,19.775389291116127,19.775389291116127,19.775389291116127,0.0,0.0,0.0,113708.54415241804
2025-07-15,113902.09357323889,107383.64361472908,119973.75414753196,113902.09357323889,113902.09357323889,40.404073086999496,40.404073086999496,40.404073086999496,40.404073086999496,40.404073086999496,40.404073086999496,0.0,0.0,0.0,113942.4976463259
2025-07-16,114115.41838335087,108521.12901900685,120659.50698492081,114115.41838335087,114115.41838335087,447.27229292832453,447.27229292832453,447.27229292832453,447.27229292832453,447.27229292832453,447.27229292832453,0.0,0.0,0.0,114562.69067627919
2025-07-17,114328.74319346285,108110.87787465195,120983.76539474598,114328.74319346285,114328.74319346285,73.8550103746792,73.8550103746792,73.8550103746792,73.8550103746792,73.8550103746792,73.8550103746792,0.0,0.0,0.0,114402.59820383754
2025-07-18,114542.06800357485,108469.76986049402,120620.85265650503,114542.06800357485,114542.06800357485,76.38119446584764,76.38119446584764,76.38119446584764,76.38119446584764,76.38119446584764,76.38119446584764,0.0,0.0,0.0,114618.4491980407
2025-07-19,114653.30370579746,108353.29795872873,120576.30736657974,114653.30370579746,114653.30370579746,-448.2631358814018,-448.2631358814018,-448.2631358814018,-448.2631358814018,-448.2631358814018,-448.2631358814018,0.0,0.0,0.0,114205.04056991606
2025-07-20,114764.53940802003,108316.63235831432,120778.1274886225,114764.53940802003,114764.53940802003,-209.424824265518,-209.424824265518,-209.424824265518,-209.424824265518,-209.424824265518,-209.424824265518,0.0,0.0,0.0,114555.11458375452
2025-07-21,114875.77511024263,109485.9441070834,121503.03863435613,114875.77511024263,114875.77511024263,19.7753892903095,19.7753892903095,19.7753892903095,19.7753892903095,19.7753892903095,19.7753892903095,0.0,0.0,0.0,114895.55049953294
2025-07-22,114987.01081246522,108763.56408467164,121533.61323120129,114987.01081246522,114987.01081246522,40.40407308688875,40.40407308688875,40.40407308688875,40.40407308688875,40.40407308688875,40.40407308688875,0.0,0.0,0.0,115027.4148855521
2025-07-23,115098.24651468782,109370.16725743265,121657.5436544425,115098.24651468782,115098.24651468782,447.27229292759034,447.27229292759034,447.27229292759034,447.27229292759034,447.27229292759034,447.27229292759034,0.0,0.0,0.0,115545.51880761542
2025-07-24,115209.48221691042,109075.21390805126,121683.82166505978,115209.48221691042,115209.48221691042,73.85501037452323,73.85501037452323,73.85501037452323,73.85501037452323,73.85501037452323,73.85501037452323,0.0,0.0,0.0,115283.33722728494
